#x;y
4.143947142732697375e-01;5.054739466123743696e+00
2.101114821941752475e-01;5.054739466123743696e+00
1.137897827886729774e+00;5.046311220110078821e+00
8.740319864512327008e-01;5.046311220110078821e+00
6.186779463523643940e-01;5.046311220110078821e+00
1.495393484025145270e+00;5.021026482069073538e+00
2.312526412341523674e+00;4.987313498014406932e+00
1.844181480116976690e+00;4.986998673395243387e+00
2.670022068479939392e+00;4.978885252000738504e+00
3.070076731301499606e+00;4.928315775918735042e+00
3.623343818182380716e+00;4.919887529905066614e+00
3.367989778083512853e+00;4.919887529905066614e+00
3.844650652934733515e+00;4.886174545850396456e+00
4.100004693033601377e+00;4.869318053823063153e+00
4.380894137142356648e+00;4.852461561795726297e+00
4.610712773231337991e+00;4.844033315782057869e+00
4.849043210656947878e+00;4.818748577741056138e+00
5.061838244072672133e+00;4.801892085713722835e+00
5.283145078825024044e+00;4.793463839700054407e+00
5.555522721597150770e+00;4.768179101659052677e+00
5.904506576398937057e+00;4.759750855645384249e+00
6.466285464616446710e+00;4.742894363618050946e+00
7.002528948824070731e+00;4.700753133549712359e+00
8.253763745308525301e+00;4.675468395508710628e+00
8.526141388080651140e+00;4.667040149495042201e+00
7.930315294516624647e+00;4.667040149495042201e+00
7.291930194269454546e+00;4.667040149495042201e+00
7.632640187493656470e+00;4.658611903481377325e+00
9.062384872288273385e+00;4.633327165440372042e+00
8.764471825506261027e+00;4.624898919426707167e+00
9.343274316397028656e+00;4.599614181385705436e+00
9.589878615400223794e+00;4.574308866572208032e+00
9.853982396594766158e+00;4.557472951317366849e+00
1.016040724471340795e+01;4.540616459290033546e+00
1.046683209283204974e+01;4.481618737194358104e+00
1.073920973560417558e+01;4.431049261112354642e+00
1.105414638505944680e+01;4.397336277057684484e+00
1.147122465055426410e+01;4.313053816921010863e+00
1.181169670401942184e+01;4.254056094825338974e+00
1.213514515481132250e+01;4.186630126715998657e+00
2.886083478128718838e+01;4.161345388674996926e+00
2.857092648517624411e+01;4.152568366367551889e+00
2.830756769440630904e+01;4.110775912592993464e+00
1.241603459892007777e+01;4.093919420565656608e+00
2.798411924361440839e+01;4.085491174551991733e+00
2.772876520351554319e+01;4.085491174551991733e+00
1.273097124837534722e+01;4.051778190497321575e+00
2.738854875345965922e+01;4.035543116999315671e+00
2.701377389123870643e+01;3.984352222387981257e+00
2.666479003643691925e+01;3.984352222387981257e+00
1.294376628179107058e+01;3.975923976374312829e+00
2.613705835356592644e+01;3.959067484346979526e+00
1.316507311654342338e+01;3.916926254278640940e+00
2.566039747871470666e+01;3.866356778196637478e+00
1.341191535530566270e+01;3.841072040155635747e+00
2.514968939851696916e+01;3.815787302114634016e+00
2.420487945015116082e+01;3.773646072046295430e+00
2.456237510628957210e+01;3.765217826032627002e+00
2.390696640336914669e+01;3.748361334005293699e+00
2.357500615124061483e+01;3.723076595964291968e+00
1.378643461411733639e+01;3.714648349950623540e+00
2.315792788574579930e+01;3.680935365895953382e+00
1.405030045555283280e+01;3.664078873868620079e+00
2.263870800421143059e+01;3.655650627854951651e+00
2.221311793737998386e+01;3.621937643800281492e+00
2.188966948658808320e+01;3.588224659745611334e+00
1.430565449565170155e+01;3.579796413731946458e+00
2.154919743312292724e+01;3.546083429677276300e+00
1.453547313174068378e+01;3.529226937649939444e+00
2.113211916762811171e+01;3.512370445622606141e+00
2.076611171015306923e+01;3.487085707581604410e+00
2.040861605401465084e+01;3.461800969540602679e+00
1.514832282797796736e+01;3.436516231499597396e+00
1.483338617852269614e+01;3.436516231499597396e+00
2.008516760322275019e+01;3.419659739472264093e+00
1.536962966273031839e+01;3.402803247444930790e+00
1.973618374842096301e+01;3.377518509403925506e+00
1.562498370282918536e+01;3.369090263390260631e+00
1.588033774292805766e+01;3.352233771362923775e+00
1.933612908559940280e+01;3.335377279335590472e+00
1.612717998169029698e+01;3.326949033321922045e+00
1.870625578668886391e+01;3.310092541294588742e+00
1.642509302847230401e+01;3.301664295280920314e+00
1.779549304366956619e+01;3.284807803253587011e+00
1.718264334743228261e+01;3.284807803253587011e+00
1.820405950782775761e+01;3.276379557239918583e+00
1.748055639421429674e+01;3.276379557239918583e+00
1.694431291000667272e+01;3.276379557239918583e+00
1.669747067124443163e+01;3.276379557239918583e+00
1.748055639421429674e+01;-3.157196752555069708e+00
1.870625578668886391e+01;-3.174053244582404787e+00
1.805084708376843139e+01;-3.174053244582404787e+00
1.693580110867004151e+01;-3.182481490596072327e+00
1.645062843248219053e+01;-3.233050966678076676e+00
1.928505827757962976e+01;-3.249907458705411756e+00
1.599950296164085906e+01;-3.275192196746414375e+00
1.983832536446050909e+01;-3.292048688773748566e+00
1.552284208678964106e+01;-3.308905180801083645e+00
2.029796263663847355e+01;-3.334189918842086264e+00
1.515683462931459680e+01;-3.351046410869420455e+00
2.073206450480655150e+01;-3.367902902896755535e+00
2.114063096896474292e+01;-3.410044132965092345e+00
1.473124456248314829e+01;-3.418472378978759885e+00
2.155770923445955844e+01;-3.435328871006094964e+00
2.205990551332066474e+01;-3.485898347088099314e+00
1.433118989966158807e+01;-3.519611331142769473e+00
2.250251918282537389e+01;-3.528039577156437012e+00
2.299620366034984897e+01;-3.578609053238441362e+00
2.346435273386443754e+01;-3.603893791279443981e+00
1.391411163416677077e+01;-3.603893791279443981e+00
2.385589559534937365e+01;-3.620750283306778172e+00
2.434106827153722463e+01;-3.662891513375115871e+00
2.481772914638844441e+01;-3.696604497429785141e+00
2.518373660386348689e+01;-3.705032743443452681e+00
2.575402729341762864e+01;-3.738745727498121951e+00
1.359066318337487012e+01;-3.747173973511789491e+00
2.610301114821941582e+01;-3.823028187634796460e+00
2.656264842039737317e+01;-3.839884679662131539e+00
2.757555277945621697e+01;-3.898882401757803429e+00
2.714145091128814613e+01;-3.898882401757803429e+00
1.305441969916724787e+01;-3.898882401757803429e+00
2.790751303158474883e+01;-3.941023631826140239e+00
2.818840247569350055e+01;-3.966308369867142858e+00
2.897999999999999687e+01;-3.974736615880810398e+00
2.876720496658427351e+01;-3.983164861894477937e+00
2.852036272782203241e+01;-3.991593107908145477e+00
1.248412900961310790e+01;-4.042162583990149827e+00
1.196490912807874274e+01;-4.151729782167826066e+00
1.156485446525718253e+01;-4.252868734331835654e+00
1.097754017302978546e+01;-4.446718392646186402e+00
1.046683209283204974e+01;-4.497287868728190752e+00
1.001570662199071471e+01;-4.556285590823862641e+00
9.564581151149381455e+00;-4.623711558933202070e+00
8.985778660258613826e+00;-4.640568050960537150e+00
8.415487970704473852e+00;-4.741707003124545849e+00
7.785614671793933184e+00;-4.741707003124545849e+00
6.636521491349025581e+00;-4.758563495151880929e+00
7.155741372883391627e+00;-4.792276479206550199e+00
6.040695397784999976e+00;-4.800704725220217739e+00
5.240586072141879548e+00;-4.851274201302222089e+00
4.355358733132469240e+00;-4.969269645493566756e+00
3.716973632885299139e+00;-4.994554383534568487e+00
2.814722691202631299e+00;-5.011410875561903566e+00
2.269967405658379178e+00;-5.045123859616572837e+00
1.665629510757724141e+00;-5.129406319753247345e+00
1.044268013183811572e+00;-5.205260533876254314e+00
4.569537209564144553e-01;-5.205260533876254314e+00
