#x;y
3.225622312459327734e+00;7.248915533176873538e+00
1.941735926302162341e+01;6.950823286374237853e+00
3.679572900551830283e+00;6.944503112162980329e+00
2.861643834264450792e+00;6.812800770723789867e+00
1.890991687164838808e+01;6.675783032524005733e+00
2.002282069419122124e+01;6.476069042101965323e+00
2.432447078984767419e+00;6.384170153067810105e+00
2.053096840644997556e+01;5.981332958198755989e+00
1.826745179810281527e+01;5.983555459761431550e+00
4.527853898619146555e+00;5.971490894301901164e+00
1.793478536053536576e+00;5.594111162681224769e+00
5.085390523497305360e+00;5.284241725039722226e+00
2.123220336602529557e+01;5.227962816864486939e+00
1.754199122525540488e+01;5.195211413603903594e+00
1.214810302093888961e+00;4.923854310017771851e+00
1.721317597488098272e+01;4.760752673245429278e+00
5.665108770509924341e+00;4.628315355708069845e+00
7.861638718928870562e-01;4.507254145006639234e+00
2.195843094963160169e+01;4.374581138931469937e+00
1.677521077522528259e+01;4.312597120930929506e+00
4.393814458996808670e-01;4.080493529828277843e+00
6.295756634729342771e+00;3.903822228863729649e+00
1.630946456926230681e+01;3.709388488665945616e+00
2.302783518613268043e+01;3.239509275728362780e+00
7.136249286283793403e+00;2.931307231119694379e+00
1.551426976355832288e+01;2.902386800320169158e+00
8.822358961540567535e+00;2.891392136775696287e+00
1.372275471433377980e+01;2.786953170319765860e+00
1.221901161456655238e+01;2.778025950089407559e+00
2.307438636457709791e+01;2.330944434576592172e+00
2.309136753038653112e+01;1.097544967354083800e+00
2.309999999999999787e+01;-2.014383246392825733e-02
2.308731656203528715e+01;3.554901884555505820e-01
2.302448542600873083e+01;-3.204118181770982954e-01
2.303113765068704666e+01;-1.159276942880044237e+00
2.302533263360299998e+01;-2.219594707592139393e+00
6.961826310155090347e+00;-2.946222986519133613e+00
1.527097621280021578e+01;-2.987232275237128754e+00
1.271205044867262934e+01;-3.025193118788457980e+00
9.011900069302955174e+00;-3.037833467210969474e+00
2.293376224190283708e+01;-3.285026810202531955e+00
1.258885463439126662e-01;-3.651115200163159713e+00
1.579152667409985433e+01;-3.630786030055447533e+00
6.365226629294983063e+00;-3.663565860661600837e+00
2.261562345227951809e+01;-3.807031954558116382e+00
5.859329569249646319e+00;-4.182703978001333311e+00
2.224038040320741771e+01;-4.183326278438882717e+00
7.100730116678942716e-01;-4.268353502757741502e+00
1.635038551859722489e+01;-4.298634311257955254e+00
2.170830935805607709e+01;-4.687637726051426590e+00
1.194315383913798101e+00;-4.825456081674603936e+00
5.370358154127713668e+00;-4.826138596398676484e+00
1.684943397453402270e+01;-4.912330566594626191e+00
2.131003542292613417e+01;-5.167002885775006327e+00
1.747877381659005191e+00;-5.492783625592368324e+00
1.737272860703403410e+01;-5.527652866097850115e+00
4.771245639092366098e+00;-5.547535726880126639e+00
2.078917548409509308e+01;-5.755320240709234980e+00
2.210543206611744527e+00;-6.037866089080954346e+00
4.324055232956574457e+00;-6.063502127745589831e+00
1.782233468579450886e+01;-6.107619559055945224e+00
2.028892818828582278e+01;-6.295935992917671697e+00
1.830246902655630237e+01;-6.564801310449465355e+00
2.712052574413694739e+00;-6.642411840309343951e+00
3.821778854395733394e+00;-6.727175207175237759e+00
1.972597930518406883e+01;-6.841134104016641793e+00
1.865011408261212011e+01;-6.989616849114863584e+00
3.344017517429545006e+00;-7.222997603324810001e+00
1.923661410303713026e+01;-7.251084466823124686e+00
